name,price,socket,ram_type,ram_slots_count
Asus PRIME B360-PLUS,7069,6,2,4
ASUS PRIME B360M-A,5459,6,2,4
Asus PRIME B360M-A,5599,6,2,4
Asus PRIME B360M-K,5599,6,2,2
ASUS PRIME B360M-K,5697,6,2,2
ASUS PRIME B365M-A Gaming,0,6,2,4
Asus PRIME B450-PLUS,6999,18,2,4
"ASUS PRIME B450-Plus, AMD B450",6999,18,2,4
ASUS PRIME B450M-A,5599,18,2,4
ASUS PRIME B450M-A II,0,18,2,4
"ASUS PRIME B450M-K Gaming, AMD B450",0,18,2,2
ASUS PRIME B450M-K II,0,18,2,2
ASUS PRIME B460-PLUS,0,8,2,4
ASUS PRIME B460M-A,0,8,2,4
ASUS PRIME B460M-K,0,8,2,2
ASUS Prime B550-PLUS,0,18,2,4
ASUS Prime B550M-A,0,18,2,4
ASUS Prime B550M-A (Wi-Fi),0,18,2,4
ASUS Prime B550M-K,0,18,2,4
ASUS PRIME B560-PLUS,0,8,2,4
ASUS PRIME B560M-A,0,8,2,4
ASUS PRIME B560M-K,0,8,2,2
ASUS Prime B760-Plus D4,0,9,2,4
ASUS Prime B760M-A D4,0,9,2,4
ASUS Prime B760M-A WiFi D4,0,9,2,4
ASUS Prime B760M-K D4,0,9,2,2
ASUS PRIME H270-PLUS,0,6,2,4
ASUS PRIME H270-PRO,0,6,2,4
Asus PRIME H270-PRO,10219,6,2,4
ASUS PRIME H270M-PLUS,0,6,2,4
ASUS PRIME H310-Plus,0,6,2,2
Asus PRIME H310M-A,4899,6,2,2
ASUS PRIME H310M-A,5109,6,2,2
ASUS PRIME H310M-D,0,6,2,2
Asus PRIME H310M-E,4199,6,2,2
ASUS PRIME H310M-E,4199,6,2,2
ASUS PRIME H310M-E R2.0,3919,6,2,2
ASUS PRIME H310M-K,0,6,2,2
ASUS PRIME H310M-K R2.0,0,6,2,2
ASUS PRIME H370-A,7592,6,2,4
Asus PRIME H370-A,7839,6,2,4
ASUS PRIME H370-Plus,0,6,2,4
Asus PRIME H370-PLUS,7902,6,2,4
Asus PRIME H370M-PLUS,6999,6,2,4
ASUS PRIME H370M-Plus,7419,6,2,4
ASUS PRIME H410M-A,0,8,2,2
ASUS PRIME H410M-D,0,8,2,2
ASUS PRIME H410M-E,0,8,2,2
ASUS PRIME H410M-K,0,8,2,2
ASUS PRIME H470-PLUS Gaming,0,8,2,4
ASUS PRIME H470M-PLUS Gaming,0,8,2,4
ASUS PRIME H510M-A,3849,8,2,2
ASUS PRIME H510M-A WIFI,0,8,2,2
ASUS PRIME H510M-D Intel H510,0,8,2,2
ASUS PRIME H510M-E Intel H510,0,8,2,2
ASUS PRIME H510M-K Intel H510,0,8,2,2
ASUS PRIME H570-Plus,0,8,2,4
ASUS PRIME H570M-PLUS,0,8,2,4
ASUS Prime H610M-A D4,0,9,2,2
ASUS Prime H610M-A D4-CSM,0,9,2,2
ASUS Prime H610M-D D4,0,9,2,2
ASUS Prime H610M-E D4,0,9,2,2
ASUS Prime H610M-E D4-CSM,0,9,2,2
ASUS Prime H610M-K D4,0,9,2,2
ASUS Prime H770-Plus D4,0,9,2,4
ASUS Prime X299 Edition 30,52499,7,2,8
Asus PRIME X299-A,20299,7,2,8
ASUS Prime X299-A,24499,7,2,8
ASUS Prime X299-A II,24499,7,2,8
Asus PRIME X299-DELUXE,25598,7,2,8
ASUS Prime X299-DELUXE,33039,7,2,8
ASUS Prime X299-DELUXE II,33039,7,2,8
ASUS PRIME X370-A,0,18,2,4
Asus PRIME X370-A,7489,18,2,4
ASUS PRIME X370-PRO,11199,18,2,4
Asus PRIME X399-A,18199,19,2,8
ASUS PRIME X399-A,18199,19,2,8
Asus PRIME X470-PRO,8329,18,2,4
"ASUS PRIME X470-Pro, AMD X470",8329,18,2,4
"ASUS Prime X570-P, AMD X570",9519,18,2,4
"ASUS Prime X570-Pro, AMD X570",17499,18,2,4
ASUS Prime X670-P,0,22,3,4
ASUS Prime X670-P WiFi,0,22,3,4
ASUS Prime X670E-Pro WiFi,0,22,3,4
ASUS PRIME Z270-A,0,6,2,4
Asus PRIME Z270-AR,11130,6,2,4
ASUS PRIME Z270-K,0,6,2,4
Asus PRIME Z270-K,10919,6,2,4
Asus PRIME Z370-A,10149,6,2,4
ASUS PRIME Z370-A,10149,6,2,4
ASUS PRIME Z370-A II,10149,6,2,4
Asus PRIME Z370-P,5949,6,2,4
ASUS PRIME Z370-P,8049,6,2,4
ASUS PRIME Z370-P II,8049,6,2,4
ASUS PRIME Z390-A,21699,6,2,4
ASUS PRIME Z390-P,9449,6,2,4
ASUS PRIME Z390M-PLUS,0,6,2,4
ASUS PRIME Z490-A,0,8,2,4
ASUS PRIME Z590-A,0,8,2,4
ASUS PRIME Z590-P,0,8,2,4
ASUS PRIME Z590M-PLUS,0,8,2,4
ASUS PRIME Z690-A,15049,9,3,4
ASUS PRIME Z690-P D4-CSM,0,9,2,4
ASUS PRIME Z690M-PLUS D4,11448,9,2,4
ASUS Prime Z790-P WiFi,0,9,3,4
ASUS Pro B660M-C D4-CSM,0,9,2,4
ASUS PRO WS W480-ACE,0,8,2,4
ASUS Pro WS X299 Sage II,0,7,2,8
"ASUS Pro WS X570-ACE, AMD X570",0,18,2,4
ASUS ProART B660-Creator D4,0,9,2,4
ASUS ProArt X570-Creator WiFi,0,18,2,4
ASUS ProArt X670E-Creator WiFI,0,22,3,4
ASUS ProART Z490-CREATOR 10G,20999,8,2,4
ASUS ProArt Z690-CREATOR WIFI,28979,9,3,4
ASUS ProArt Z790 Creator WiFi,0,9,3,4
ASUS Q170M-C GL/SATA600/VGA/DVI/HDMI/DP,0,6,2,4
ASUS Q170T 2x GL/M.2/SATA600//HDMI/DP Mini ITX,0,6,2,2
Asus ROG CROSSHAIR VI EXTREME,18340,18,2,4
"ASUS ROG Crosshair VI Extreme, AMD X370",0,18,2,4
Asus ROG CROSSHAIR VI HERO,10499,18,2,4
ASUS ROG Crosshair VI HERO,10499,18,2,4
Asus ROG CROSSHAIR VI HERO (WI-FI AC),8959,18,2,4
ASUS ROG Crosshair VI HERO (WI-FI AC),10499,18,2,4
Asus ROG CROSSHAIR VII HERO,13719,18,2,4
"ASUS ROG Crosshair VII Hero (Wi-Fi), AMD X470",16239,18,2,4
"ASUS ROG Crosshair VII HERO Gaming, AMD X470",0,18,2,4
ASUS ROG Crosshair VIII Dark Hero,0,18,2,4
ASUS ROG Crosshair VIII Extreme,47599,18,2,4
"ASUS ROG Crosshair VIII Formula, AMD X570",33739,18,2,4
"ASUS ROG Crosshair VIII Hero (WI-FI), AMD X570",0,18,2,4
"ASUS ROG Crosshair VIII Hero, AMD X570",23799,18,2,4
"ASUS ROG Crosshair VIII Impact, AMD X570-, Mini-DTX",0,18,2,2
ASUS ROG Crosshair X670E Extreme,0,22,3,4
ASUS ROG Crosshair X670E Gene,41999,22,3,2
ASUS ROG Crosshair X670E Hero,34649,22,3,4
ASUS ROG Maximus IX APEX,16799,6,2,2
ASUS ROG Maximus IX CODE,0,6,2,4
Asus ROG MAXIMUS IX EXTREME,7699,6,2,4
ASUS ROG Maximus IX Extreme,9939,6,2,4
Asus ROG MAXIMUS IX FORMULA,23730,6,2,4
Asus ROG MAXIMUS IX HERO,16030,6,2,4
Asus ROG MAXIMUS VIII HERO ALPHA,15152,6,2,4
Asus ROG MAXIMUS X APEX,14279,6,2,2
ASUS ROG MAXIMUS X CODE,0,6,2,4
Asus ROG MAXIMUS X CODE,19599,6,2,4
Asus ROG MAXIMUS X FORMULA,24018,6,2,4
ASUS ROG MAXIMUS X HERO,14349,6,2,4
Asus ROG MAXIMUS X HERO (WI-FI AC),11479,6,2,4
ASUS ROG MAXIMUS X HERO Wi-Fi,18175,6,2,4
ASUS ROG Maximus XI APEX,0,6,2,2
ASUS ROG Maximus XI CODE,24499,6,2,4
ASUS ROG Maximus XI Extreme,35139,6,2,4
ASUS ROG Maximus XI FORMULA,26599,6,2,4
ASUS ROG Maximus XI GENE,27999,6,2,2
ASUS ROG Maximus XI HERO,19599,6,2,4
ASUS ROG Maximus XI HERO Wi-Fi,19815,6,2,4
ASUS ROG Maximus XI HERO Wi-Fi CE,0,6,2,4
ASUS ROG Maximus XII Extreme,0,8,2,4
ASUS ROG Maximus XII Formula,0,8,2,4
ASUS ROG Maximus XII Hero Wi-Fi,0,8,2,4
ASUS ROG Maximus XIII APEX,0,8,2,2
ASUS ROG Maximus XIII Extreme,0,8,2,4
ASUS ROG Maximus XIII Extreme GLACIAL,0,8,2,4
ASUS ROG Maximus XIII HERO,0,8,2,4
ASUS ROG MAXIMUS Z690 APEX,0,9,3,2
ASUS ROG MAXIMUS Z690 EXTREME,76999,9,3,4
ASUS ROG MAXIMUS Z690 EXTREME GLACIAL,0,9,3,4
ASUS ROG MAXIMUS Z690 FORMULA,44659,9,3,4
ASUS ROG MAXIMUS Z690 HERO,0,9,3,4
ASUS ROG Maximus Z790 Extreme,0,9,3,4
ASUS ROG Rampage VI APEX,0,7,2,4
ASUS ROG Rampage VI Extreme,0,7,2,8
ASUS ROG Rampage VI EXTREME ENCORE,0,7,2,8
ASUS ROG Rampage VI Extreme OMEGA,55930,7,2,8
ASUS ROG STRIX B250F Gaming,0,6,2,4
Asus ROG STRIX B250F GAMING,10733,6,2,4
Asus ROG STRIX B250G GAMING,6361,6,2,4
Asus ROG STRIX B250I GAMING,7699,6,2,2
ASUS ROG STRIX B350-F Gaming,0,18,2,4
Asus ROG STRIX B350-I GAMING,8131,18,2,2
ASUS ROG Strix B360-F Gaming,9352,6,2,4
ASUS ROG Strix B360-G Gaming,9660,6,2,4
ASUS ROG Strix B360-H Gaming,0,6,2,4
Asus ROG STRIX B360-H GAMING,9099,6,2,4
ASUS ROG Strix B360-I Gaming,0,6,2,2
Asus ROG STRIX B360-I GAMING,8679,6,2,2
"ASUS ROG Strix B450-E Gaming, AMD B450",0,18,2,4
"ASUS ROG Strix B450-F Gaming, AMD B450",7769,18,2,4
ASUS ROG Strix B450-F II Gaming,0,18,2,4
Asus ROG STRIX B450-I GAMING,9449,18,2,2
"ASUS ROG Strix B450-I Gaming, AMD B450",9449,18,2,2
ASUS ROG Strix B460-F Gaming,0,8,2,4
ASUS ROG Strix B460-G Gaming,0,8,2,4
ASUS ROG Strix B460-H Gaming,0,8,2,4
ASUS ROG Strix B460-I Gaming,0,8,2,2
ASUS ROG STRIX B550-E Gaming,0,18,2,4
ASUS ROG STRIX B550-F Gaming,0,18,2,4
ASUS ROG STRIX B550-F Gaming (Wi-Fi),0,18,2,4
ASUS ROG STRIX B550-F Gaming WiFi II,0,18,2,4
ASUS ROG STRIX B550-I Gaming,0,18,2,2
ASUS ROG Strix B550-XE Gaming Wifi,0,18,2,4
ASUS ROG Strix B560-A Gaming (WI-FI) Gaming,0,8,2,4
ASUS ROG Strix B560-E Gaming Wi-Fi,0,8,2,4
ASUS ROG Strix B560-G Gaming (Wi-Fi),0,8,2,4
ASUS ROG Strix B560-I Gaming (Wi-Fi),0,8,2,2
ASUS ROG STRIX B660-A Gaming WiFi D4,14629,9,2,4
ASUS ROG STRIX B660-F Gaming WiFi,0,9,3,4
ASUS ROG STRIX B660-G Gaming WiFi,0,9,3,4
ASUS ROG STRIX B660-I Gaming WiFi,0,9,3,2
ASUS ROG Strix B760-A Gaming WiFi D4,0,9,2,4
ASUS ROG Strix B760-F Gaming WiFi,0,9,2,4
ASUS ROG Strix B760-G Gaming WiFi D4,0,9,2,4
ASUS ROG Strix B760-I Gaming WiFi,0,9,2,2
Asus ROG STRIX H270F GAMING,9258,6,2,4
Asus ROG STRIX H270I GAMING,2304,6,2,2
ASUS ROG Strix H370-F Gaming,0,6,2,4
Asus ROG STRIX H370-F GAMING,9535,6,2,4
ASUS ROG Strix H370-I Gaming,0,6,2,2
ASUS ROG Strix H470-I Gaming,0,8,2,2
ASUS ROG Strix X299-E Gaming,14489,7,2,8
ASUS ROG Strix X299-E Gaming II,34999,7,2,8
Asus ROG STRIX X299-XE GAMING,14489,7,2,8
Asus ROG STRIX X370-F GAMING,12129,18,2,4
ASUS ROG STRIX X370-F Gaming,12809,18,2,4
Asus ROG STRIX X370-I GAMING,14722,18,2,2
ASUS ROG STRIX X399-E,19389,19,2,4
Asus ROG STRIX X470-F GAMING,10709,18,2,4
"ASUS ROG Strix X470-F Gaming, AMD X470",0,18,2,4
ASUS ROG Strix X570-E Gaming Wifi II,0,18,2,4
"ASUS ROG Strix X570-E Gaming, AMD X570",0,18,2,4
"ASUS ROG Strix X570-F Gaming, AMD X570",17849,18,2,4
"ASUS ROG Strix X570-I Gaming, AMD X570",0,18,2,2
ASUS ROG Strix X670E-A Gaming WiFi,0,22,3,4
ASUS ROG Strix X670E-E Gaming,0,22,3,4
ASUS ROG Strix X670E-F Gaming WiFi,0,22,3,4
ASUS ROG Strix X670E-I Gaming WiFi,0,22,3,2
Asus ROG STRIX Z270E GAMING,13930,6,2,4
Asus ROG STRIX Z270F GAMING,10385,6,2,4
Asus ROG STRIX Z270G GAMING,16799,6,2,4
Asus ROG STRIX Z270H GAMING,11130,6,2,4
Asus ROG Strix Z270I Gaming,16095,6,2,2
ASUS ROG STRIX Z370-F Gaming,0,6,2,4
Asus ROG STRIX Z370-F GAMING,11339,6,2,4
ASUS ROG STRIX Z370-G Gaming,0,6,2,4
Asus ROG STRIX Z370-G GAMING (WI-FI AC),11759,6,2,4
ASUS ROG STRIX Z370-G Wi-Fi Gaming,0,6,2,4
ASUS ROG STRIX Z370-H Gaming,0,6,2,4
Asus ROG STRIX Z370-H GAMING,11754,6,2,4
ASUS ROG STRIX Z370-I Gaming,0,6,2,2
Asus ROG STRIX Z370-I GAMING,13299,6,2,2
ASUS ROG Strix Z390-E Gaming,14279,6,2,4
ASUS ROG Strix Z390-F Gaming,14699,6,2,4
ASUS ROG Strix Z390-H Gaming,13258,6,2,4
ASUS ROG Strix Z390-I Gaming,12809,6,2,4
ASUS ROG Strix Z490-A Gaming,0,8,2,4
ASUS ROG Strix Z490-E Gaming,0,8,2,4
ASUS ROG Strix Z490-F Gaming,0,8,2,4
ASUS ROG Strix Z490-G Gaming WifI,0,8,2,4
ASUS ROG Strix Z490-H Gaming,15399,8,2,4
ASUS ROG Strix Z490-I Gaming,0,8,2,2
ASUS ROG Strix Z590-A Gaming WiFi,0,8,2,4
ASUS ROG Strix Z590-E Gaming WiFi,0,8,2,4
ASUS ROG Strix Z590-F Gaming WiFi,0,8,2,4
ASUS ROG Strix Z590-I Gaming WiFi,0,8,2,2
ASUS ROG STRIX Z690-A GAMING WIFI D4,0,9,2,4
ASUS ROG STRIX Z690-E GAMING WIFI,0,9,3,4
ASUS ROG STRIX Z690-F GAMING WIFI,0,9,3,4
ASUS ROG STRIX Z690-G GAMING WIFI,0,9,3,4
ASUS ROG STRIX Z690-I GAMING WIFI,0,9,3,2
ASUS ROG WS Z390 PRO,0,6,2,4
ASUS Sabertooth 990FX R2.0 USB3.0/SATA600/R/eSATA 990FX,0,13,1,4
ASUS Sabertooth Z170 Mark 1,0,6,2,4
ASUS SABERTOOTH Z170 S USB3.1/SATA600/SATAe/M.2/DP/HDMI,0,6,2,4
ASUS STRIX B250I Gaming,0,6,2,2
"ASUS STRIX B350-I Gaming, Rog",0,18,2,2
ASUS STRIX H270F Gaming,0,6,2,4
ASUS STRIX H270I Gaming,0,6,2,2
"ASUS STRIX X370-I Gaming, RoG",0,18,2,2
"ASUS Strix X470-I Gaming, RoG",0,18,2,2
"ASUS STRIX Z270E Gaming, RoG",0,6,2,4
"ASUS STRIX Z270F Gaming, RoG",0,6,2,4
"ASUS STRIX Z270H Gaming, RoG",0,6,2,4
ASUS STRIX Z270I Gaming ROG,0,6,2,2
"ASUS STRIX Z370-E Gaming, RoG",0,6,2,4
ASUS TUF B350M-PLUS Gaming,0,18,2,4
Asus TUF B350M-PLUS GAMING,6419,18,2,4
Asus TUF B360-PLUS GAMING,7139,6,2,4
ASUS TUF B360-Plus Gaming,7139,6,2,4
ASUS TUF B360-Pro Gaming,16453,6,2,4
Asus TUF B360-PRO GAMING (WI-FI),7769,6,2,4
ASUS TUF B360-Pro Gaming (Wi-Fi),8231,6,2,4
Asus TUF B360M-E GAMING,5637,6,2,2
ASUS TUF B360M-E Gaming,7854,6,2,2
ASUS TUF B360M-Plus Gaming,0,6,2,4
Asus TUF B360M-PLUS GAMING,6003,6,2,4
Asus TUF B450-PLUS GAMING,7423,18,2,4
"ASUS TUF B450-Plus Gaming, AMD B450",0,18,2,4
ASUS TUF B450-PLUS II Gaming,0,18,2,4
"ASUS TUF B450-PRO Gaming, AMD B450",8399,18,2,4
"ASUS TUF B450M-Plus Gaming, AMD B450",5249,18,2,4
ASUS TUF B450M-Plus II Gaming,0,18,2,4
"ASUS TUF B450M-PRO Gaming, AMD B450",0,18,2,4
ASUS TUF B450M-PRO II Gaming,0,18,2,4
ASUS TUF B460-PLUS Gaming,0,8,2,4
ASUS TUF B460-PRO (WI-FI) Gaming,0,8,2,4
ASUS TUF B460M-PLUS (WI-FI) Gaming,0,8,2,4
ASUS TUF Gaming B550-PLUS,0,18,2,4
ASUS TUF Gaming B550-PLUS (Wi-Fi) II,0,18,2,4
ASUS TUF Gaming B550M-PLUS,0,18,2,4
ASUS TUF Gaming B550M-PLUS (Wi-Fi),0,18,2,4
ASUS TUF Gaming B550M-PLUS Wi-Fi II,0,18,2,4
ASUS TUF Gaming B560-PLUS Gaming (WI-FI),0,8,2,4
ASUS TUF Gaming B560M-E Gaming (WI-FI),0,8,2,4
ASUS TUF Gaming B560M-PLUS,0,8,2,4
ASUS TUF Gaming B560M-PLUS (WI-FI),0,8,2,4
ASUS TUF Gaming B660M-E D4,0,9,2,4
ASUS TUF Gaming B660M-Plus D4,0,9,2,4
ASUS TUF Gaming B660M-Plus WiFi D4,0,9,2,4
ASUS TUF Gaming B760-Plus WiFi D4,0,9,2,4
ASUS TUF Gaming B760M-Plus D4,0,9,2,4
ASUS TUF Gaming B760M-Plus WiFi D4,0,9,2,4
ASUS TUF Gaming H570-Pro,0,8,2,4
ASUS TUF Gaming H570-Pro (WI-FI),0,8,2,4
ASUS TUF Gaming H770-Pro WiFi,0,9,3,4
"ASUS TUF Gaming X570-Plus (WI-FI), AMD X570",13719,18,2,4
"ASUS TUF Gaming X570-Plus, AMD X570",0,18,2,4
ASUS TUF Gaming X570-Pro Wifi II,0,18,2,4
ASUS TUF Gaming X670E-Plus,0,22,3,4
ASUS TUF Gaming X670E-Plus WiFi,0,22,3,4
ASUS TUF Gaming Z590-PLUS,0,8,2,4
ASUS TUF Gaming Z590-PLUS WiFi,0,8,2,4
ASUS TUF GAMING Z690-PLUS D4,0,9,2,4
ASUS TUF Gaming Z790-Plus WiFi D4,0,9,2,4
ASUS TUF H310-Plus Gaming,0,6,2,2
Asus TUF H310-PLUS GAMING,5179,6,2,2
ASUS TUF H310M-Plus Gaming,0,6,2,2
Asus TUF H310M-PLUS GAMING,4759,6,2,2
ASUS TUF H370-Pro Gaming,0,6,2,4
ASUS TUF H370-Pro Gaming (Wi-Fi),0,6,2,4
ASUS TUF H470-PRO (WI-FI) Gaming,0,8,2,4
ASUS TUF H470-PRO Gaming,0,8,2,4
ASUS TUF X299 MARK 1,0,7,2,8
Asus TUF X299 MARK 2,15469,7,2,8
ASUS TUF X299 MARK 2,24640,7,2,8
Asus TUF X470-PLUS GAMING,8049,18,2,4
ASUS TUF X470-Plus Gaming,9449,18,2,4
Asus TUF Z270 MARK 1,13999,6,2,4
Asus TUF Z270 MARK 2,10142,6,2,4
Asus TUF Z370-PLUS GAMING,8329,6,2,4
ASUS TUF Z370-PLUS Gaming,8329,6,2,4
Asus TUF Z370-PRO GAMING,10849,6,2,4
"ASUS TUF Z370-PRO Gaming, RoG",0,6,2,4
ASUS TUF Z390-PLUS Gaming,11969,6,2,4
ASUS TUF Z390-PLUS Gaming Wi-Fi,0,6,2,4
ASUS TUF Z390-PRO Gaming,10149,6,2,4
ASUS TUF Z390M-PRO Gaming,11129,6,2,4
ASUS TUF Z390M-PRO Gaming Wi-Fi,0,6,2,4
ASUS TUF Z490-PLUS Gaming,0,8,2,4
ASUS TUF Z490-PLUS Gaming Wi-Fi,0,8,2,4
ASUS WS X299 PRO,0,7,2,8
ASUS WS X299 Pro/SE,32339,7,2,8
ASUS WS X299 SAGE,36259,7,2,8
ASUS WS X299 SAGE/10G,46689,7,2,8
ASUS Z170 Pro Gaming,0,6,2,4
ASUS Z170 Pro Gaming Aura,0,6,2,4
ASUS Z170-A,0,6,2,4
Asus Z170-A,10394,6,2,4
ASUS Z170-Deluxe,0,6,2,4
Asus Z170-E,8399,6,2,4
ASUS Z170-E USB3.1/M.2/SATAe/SATA600/DVI/HDMI Z170,0,6,2,4
ASUS Z170-K,0,6,2,4
Asus Z170-K,5774,6,2,4
ASUS Z170-PRO,0,6,2,4
Asus Z170-PRO,17094,6,2,4
ASUS Z170-WS,0,6,2,4
ASUS Z170-WS 2x GLAN/USB3.1/SATA600/M.2/DP/HDMI,0,6,2,4
ASUS Z170I Pro Gaming,0,6,2,2
Asus Z170I PRO GAMING,9030,6,2,2
ASUS Z170M-Plus,0,6,2,4
Biostar A320MD Pro,0,18,2,2
Biostar B350ET2,0,18,2,2
Biostar B350GT3,0,18,2,4
Biostar B350GT5,0,18,2,4
Biostar B350GTN,0,18,2,2
Biostar Intel H61,0,3,1,2
Biostar TA970 Plus,0,13,1,4
Biostar X370GT3,0,18,2,4
Biostar X370GT5,0,18,2,4
Biostar X370GT7,0,18,2,4
Biostar X370GTN,0,18,2,2
Biostar Z370GT6,0,6,2,4
EVGA X299 Dark,30098,7,2,4
EVGA X299 FTW-K,21875,7,2,8
EVGA X299 Micro,18578,7,2,4
EVGA Z170 Classified 4-Way,0,6,2,4
EVGA Z170 Classified K,0,6,2,4
EVGA Z170 FTW,0,6,2,4
EVGA Z170 Stinger,0,6,2,2
EVGA Z270 Classified K,0,6,2,4
EVGA Z270 FTW K,0,6,2,4
EVGA Z270 Stinger,0,6,2,2
EVGA Z370 Classified K,14419,6,2,4
EVGA Z370 FTW,15399,6,2,4
EVGA Z370 Micro ATX,14279,6,2,2
Gigabyte 970-Gaming,8922,13,1,4
Gigabyte 970A-DS3P,4199,13,1,4
Gigabyte 970A-DS3P FX,4199,13,1,4
Gigabyte 990X-Gaming SLI,0,13,1,4
"Gigabyte A320M-DS2, AMD A320-",0,18,2,2
Gigabyte A320M-S2H,3709,18,2,2
Gigabyte A520 Aorus Elite,0,18,2,4
Gigabyte A520I AC,7699,18,2,2
Gigabyte A520M DS3H,0,18,2,4
Gigabyte A520M H,0,18,2,2
Gigabyte A520M S2H,0,18,2,2
"Gigabyte AB350-Gaming 3, AMD B350",5949,18,2,4
"Gigabyte AB350-Gaming, AMD B350",5947,18,2,4
"Gigabyte AB350M Gaming 3, AMD B350-",6299,18,2,4
"Gigabyte AB350M-HD3, AMD B350",6940,18,2,2
Gigabyte AB350N Gaming WIFI,0,18,2,2
Gigabyte Aorus X299 Ultra Gaming Pro,20120,7,2,8
Gigabyte Aorus X299-Gaming 3,38743,7,2,8
Gigabyte Aorus X299-Gaming 3 Pro,0,7,2,8
Gigabyte Aorus X299-Gaming 7,27999,7,2,8
Gigabyte Aorus X299-Gaming 7 Pro,0,7,2,8
Gigabyte Aorus X299-Gaming 9,30703,7,2,8
Gigabyte Aorus X299-Ultra Gaming,20120,7,2,8
Gigabyte Aorus Z270X-Gaming 7,0,6,2,4
Gigabyte Aorus Z270X-Gaming 8,29580,6,2,4
Gigabyte Aorus Z270X-Gaming K5,12424,6,2,4
"Gigabyte AX370-Gaming 3, AMD X370",7699,18,2,4
"Gigabyte AX370-Gaming 5, AMD X370",13298,18,2,4
"Gigabyte AX370-Gaming K3, AMD X370",4199,18,2,4
"Gigabyte AX370-Gaming K5, AMD X370-",8399,18,2,4
"Gigabyte AX370-Gaming K7, AMD X370",14365,18,2,4
"Gigabyte AX370M-Gaming 3, AMD X370-",0,18,2,4
Gigabyte B150M-D3H,7032,6,2,4
Gigabyte B250-FinTech 11+1 BTC Edition,4199,6,2,4
Gigabyte B250-HD3P,0,6,2,4
Gigabyte B250M-D2V,0,6,2,2
Gigabyte B250M-D3H,5949,6,2,4
Gigabyte B250N Phoenix WIFI,0,6,2,2
Gigabyte B360 Aorus Gaming 3 WIFI,8959,6,2,4
Gigabyte B360M D2V,0,6,2,2
Gigabyte B360M H,0,6,2,2
Gigabyte B360N WIFI,7618,6,2,2
"Gigabyte B450 Aorus Elite, AMD B450",4899,18,2,4
"Gigabyte B450 Aorus Pro, AMD B450",0,18,2,4
"Gigabyte B450 Gaming X, AMD B450",6999,18,2,4
"Gigabyte B450 I Aorus Pro WiFi, AMD B450",8399,18,2,2
Gigabyte B450M DS3H V2,4619,18,2,4
