name,price,voltage
EVGA SuperNOVA 550 GS,5777,550
EVGA SuperNOVA 650 G1,7567,650
EVGA SuperNOVA 650 G2,8399,650
EVGA SuperNOVA 650 P2,12179,650
EVGA SuperNOVA 750 B1,4549,750
EVGA SuperNOVA 750 B2,8620,750
EVGA SuperNOVA 750 G1,7699,750
EVGA SuperNOVA 750 G2,8049,750
EVGA SuperNOVA 750 P2,11199,750
EVGA SuperNOVA 750 T2,12388,750
EVGA SuperNOVA 850 B2,0,850
EVGA Supernova 850 G2L,6422,850
EVGA SuperNOVA 850 G3,12599,850
EVGA SuperNOVA 850 GS,8820,850
EVGA SuperNOVA 850 P2,16799,850
EVGA SuperNOVA 850 T2,16099,850
EVGA SuperNOVA G1,0,1000
EVGA SuperNOVA G1,0,650
EVGA SuperNOVA G2,0,850
EVGA SuperNOVA G2L,0,850
EVGA SuperNOVA G2L 80 PLUS Gold,0,750
EVGA SuperNOVA G3,0,550
EVGA SuperNOVA G3,6663,650
EVGA SuperNOVA G3,9099,850
EVGA SuperNOVA GQ,0,1000
EVGA SuperNOVA GQ,0,850
EVGA SuperNOVA GQ,0,750
EVGA SuperNOVA GQ,0,650
EVGA SuperNOVA GS 550,0,550
EVGA SuperNOVA P2,0,1200
EVGA SuperNOVA P2,0,1600
EVGA SuperNOVA T2,0,1600
EVGA SuperNOVA T2,0,1000
EVGA SuperNOVA T2,0,850
EVGA W1,0,600
Fractal Design Ion SFX,6299,650
Fractal Design Ion SFX,6299,500
Fractal Design Ion+ Platinum,0,660
Fractal Design Ion+ Platinum,0,760
Fractal Design Ion+ Platinum,0,560
Fractal Design Ion+ Platinum,0,860
Gigabyte Aorus P750W,11199,750
Gigabyte Aorus P850W,12599,850
Gigabyte B700H 80 PLUS Bronze,4899,700
Gigabyte G750H 80 PLUS Gold,4619,750
Gigabyte P450B,2799,450
Gigabyte P550B,4899,550
Gigabyte P850GM,7979,850
Gigabyte PB500,3429,500
Gigabyte PW400,3149,400
Gigabyte UD1000GM PG5,0,1000
Gigabyte XP1200M,19599,1200
Impactics 65 Watt AC-DC Adapter für D1NU-Serie,0,65
Impactics 84 Watt AC-DC Adapter inkl. 130 Watt Wandlerplatine,0,84
IN WIN Classic C750 80Plus Platinum,0,750
IN WIN Classic C900 80Plus Platinum,0,900
IN WIN GreenMe,0,750
IN WIN GreenMe,0,550
IN WIN GreenMe,0,650
IN WIN Power Man IP-P1K0BK7-2,0,1000
IN WIN Power Man IP-P1K2BK7-2,0,1200
InWin DESERT FOX Commander III 80 PLUS Gold,8298,600
InWin IP-AD180-2 H 80 Plus Bronze,0,180
InWin Power Man IP-S550HQ3-2 80 PLUS Bronze,0,550
InWin Power Man IP-S650HQ3-2 80 PLUS Bronze,0,650
Kolink Classic Power 80 PLUS Bronze,0,700
Kolink Classic Power 80 PLUS Bronze,0,600
Kolink Classic Power 80 PLUS Bronze,0,500
Kolink Classic Power 80 PLUS Bronze,0,400
Kolink Continuum 80 PLUS Platinum,0,1200
Kolink Continuum 80 PLUS Platinum,0,1050
Kolink Continuum 80 PLUS Platinum,0,1500
Kolink Continuum 80 PLUS Platinum,0,850
Kolink Continuum 80 PLUS Platinum,0,1050
Kolink Continuum 80 PLUS Platinum,0,1200
Kolink Core 80 PLUS,0,400
Kolink Core 80 PLUS,0,500
Kolink Core 80 PLUS,0,300
Kolink Core 80 PLUS,0,600
Kolink Core 80 PLUS,0,700
Kolink Core 80 PLUS,0,1000
Kolink Core 80 PLUS,0,850
Kolink Core RGB 80 PLUS,0,500
Kolink Core S Series 80 PLUS,0,700
Kolink Core S Series 80 PLUS,0,600
Kolink Core S Series 80 PLUS,0,500
Kolink Enclave 80 PLUS Gold,0,600
Kolink Enclave 80 PLUS Gold,0,700
Kolink KL-1000M,0,1000
Kolink KL-400 80 PLUS Bronze 400 Watt,0,400
Kolink KL-500,0,500
Kolink KL-500M,0,500
Kolink KL-600,0,600
Kolink KL-600M,0,600
Kolink KL-700,0,700
Kolink KL-700M,0,700
Kolink KL-850M,0,850
Kolink Modular Power 80 PLUS Bronze,0,600
Kolink Modular Power 80 PLUS Bronze,0,700
Kolink Modular Power 80 PLUS Bronze,0,500
Kolink Modular Power 80 PLUS Bronze,0,850
Kolink SFX-450,0,450
Lian Li PE-550B SFX-L,0,550
Lian Li PE-750B SFX-L,0,750
Lian Li SP750,0,750
Lian Li SP750,9099,750
Lian Li SP850,0,850
Lian Li SP850,0,850
MSI MEG Ai1300P PCIe5,25199,1300
MSI MPG A1000G PCIe5,13999,1000
MSI MPG A850G PCIe5,10149,850
NZXT E500 Modular,0,500
NZXT E650 Modular,0,650
NZXT E850 Modular,10499,850
PHANTEKS AMP 80 PLUS Gold,8399,750
PHANTEKS AMP 80 PLUS Gold,9099,850
PHANTEKS AMP 80 PLUS Gold,11199,1000
PHANTEKS Revolt Pro 80 PLUS Gold,9799,850
PHANTEKS Revolt Pro 80 PLUS Gold,18192,1000
PHANTEKS Revolt SFX 80 PLUS Gold,0,650
PHANTEKS Revolt SFX 80 PLUS Gold,0,750
PHANTEKS Revolt SFX 80 PLUS Platinum,11899,750
PHANTEKS Revolt X 80 PLUS Platinum,16233,1000
PHANTEKS Revolt X 80 PLUS Platinum,18199,1200
Phobya externes,0,70
Seasonic CONNECT 750 Gold,12879,750
Seasonic Eco 80 PLUS Bronze,0,430
Seasonic FOCUS 650 GOLD,8399,650
Seasonic FOCUS 750 GOLD,9099,750
Seasonic Focus 80 PLUS Gold,4543,450
Seasonic Focus 80 PLUS Gold,11899,750
Seasonic Focus 80 PLUS Platinum,0,650
Seasonic Focus GX 80 PLUS Gold,0,1000
Seasonic Focus Plus,11199,850
Seasonic Focus Plus Gold,6613,550
Seasonic Focus Plus Gold,9099,650
Seasonic Focus Plus Gold,9799,750
Seasonic Focus Plus Gold,13999,1000
Seasonic Focus Plus PCGH Edition,0,550
Seasonic Focus Plus Platinum,7559,550
Seasonic Focus PX 80 PLUS Platinum,7699,550
Seasonic Focus PX 80 PLUS Platinum,13299,850
Seasonic Focus PX 80 Plus Platinum 650 Watt,10219,650
Seasonic Focus SGX 80 PLUS Gold SFX,5949,450
Seasonic Focus SGX 80 PLUS Gold SFX,9099,650
Seasonic Focus SGX 80 PLUS Gold SFX-L,8259,500
Seasonic Focus+,8819,650
Seasonic Focus+,9799,750
Seasonic Focus+,12249,850
Seasonic G-360,0,360
Seasonic G-450,8652,450
Seasonic G-550,4830,550
Seasonic G-Series,0,650
Seasonic G-Series,0,550
Seasonic G-Series,0,550
Seasonic G-Series,0,450
Seasonic G-Series,0,360
Seasonic G-Series,8679,750
Seasonic G12 80 PLUS Gold,0,750
Seasonic G12 80 PLUS Gold,0,550
Seasonic G12 80 PLUS Gold,0,650
Seasonic G12-GC-550 Gold,0,550
Seasonic G12-GC-650 Gold,0,650
Seasonic M12II 850,6293,850
Seasonic M12II EVO 620,5599,620
Seasonic M12II Evo 80 PLUS Bronze,3743,520
Seasonic M12II Evo AM2 80 PLUS Bronze,5599,620
Seasonic M12II-750 EVO,0,750
Seasonic P-Series,0,860
Seasonic P-Series,0,520
Seasonic P-Series,0,760
Seasonic P-Series,0,660
Seasonic P-Series,17499,1050
Seasonic Platinum 1000,0,1000
Seasonic Platinum 460 Fanless,8773,460
Seasonic Platinum 520 Fanless,10695,520
Seasonic PLATINUM 660,0,660
Seasonic Platinum 760,2495,760
Seasonic PLATINUM 860,8773,860
Seasonic Prime,0,850
Seasonic Prime,0,650
Seasonic Prime,0,750
Seasonic Prime,8399,550
Seasonic Prime,17499,850
Seasonic Prime,18193,1000
Seasonic Prime,18874,1000
Seasonic PRIME 1200 PLATINUM,16093,1000
Seasonic PRIME 1200 W Gold,0,1200
Seasonic PRIME 750 GOLD,0,750
Seasonic Prime 80 PLUS Gold,19599,1300
Seasonic Prime 80 PLUS Platinum,18513,1300
Seasonic Prime Fanless 80 PLUS Titanium,15399,600
Seasonic Prime Fanless PX,10499,450
Seasonic Prime Fanless PX,10919,500
Seasonic Prime Fanless TX,17499,700
Seasonic PRIME Fanless TX-600,0,600
Seasonic Prime GX 80 PLUS Gold,0,650
Seasonic Prime PX 80 PLUS Platinum,17429,1000
Seasonic Prime Snow Silent 80 PLUS Gold,6649,550
Seasonic Prime Snow Silent 80 PLUS Platinum,10493,650
Seasonic Prime Snow Silent 80 PLUS Titanium,13753,750
Seasonic Prime TX 80 PLUS Titanium,0,650
Seasonic Prime TX 80 PLUS Titanium,14419,750
Seasonic Prime TX 80 PLUS Titanium,16169,850
Seasonic Prime Ultra,8049,650
Seasonic Prime Ultra 80 PLUS Gold,7349,550
Seasonic Prime Ultra 80 PLUS Gold,12169,1000
Seasonic Prime Ultra 80 PLUS Platinum,0,850
Seasonic Prime Ultra 80 PLUS Platinum,13299,750
Seasonic Prime Ultra 80 PLUS Platinum,16449,1000
Seasonic PRIME ULTRA 850 GOLD,0,850
Seasonic S12G,0,550
Seasonic S12G-750,0,750
Seasonic S12II,0,430
Seasonic S12II 430,4268,430
Seasonic S12II 620,5266,620
Seasonic S12II GB 80 PLUS Bronze,3639,520
Seasonic S12II GB 80 PLUS Bronze,3989,620
Seasonic S12III 80 PLUS Bronze,3709,550
Seasonic S12III 80 PLUS Bronze,4830,650
Seasonic S12III 80 PLUS Bronze,5039,500
Seasonic Snow Silent,10499,750
Seasonic SS-350ES 80 PLUS Bronze bulk,0,350
Seasonic SS-400ES,0,400
Seasonic X-1050,8773,1050
Seasonic X-1250,0,1250
Seasonic X-650,7641,650
Seasonic X-850,6993,850
Seasonic X-Series,0,850
Seasonic X-Series,0,650
Seasonic X-Series,7364,750
Silentmaxx Fanless II,0,500
Silverstone DA850-G,11059,850
SilverStone NJ700 80 PLUS Titanium,0,700
SilverStone SST-DA1650-G Decathalon Series 80 PLUS Gold,0,1650
Silverstone SST-ET500-ARGB,0,500
Silverstone SST-ET550-B v1.2 ATX,8817,550
SilverStone SST-ET650-B v1.4 Strider Essential Series 80 PLUS Bronze,0,650
SilverStone SST-ET750-B v1.1 Strider Essential Series 80 PLUS Bronze,0,750
SilverStone SST-EX500-B Extreme SFX,0,500
SilverStone SST-FX350-G Flex Series 80 PLUS Gold,7139,350
SilverStone SST-FX600-PT FX600 Platinum,0,600
Silverstone SST-GM1000-2UG V2 redundantes 2HE-,0,1000
Silverstone SST-GM400-S Gemini Series redundantes,0,400
Silverstone SST-GM500-G Gemini Series redundantes,0,500
Silverstone SST-GM600-2UG - 2x 600 Watt,37175,600
Silverstone SST-GM600-2UG V2 redundantes 2HE-,0,600
Silverstone SST-GM600-G Gemini Series redundantes,37029,600
Silverstone SST-GM800-2UG - 2x 800 Watt,39763,800
Silverstone SST-GM800-2UG V2 redundantes 2HE-,0,800
SilverStone SST-HA850R-PM - Cybenetics Platinum,0,850
Silverstone SST-NJ450-SXL Nightjar-Series,12059,450
Silverstone SST-NJ520 Nightjar-Series,0,520
Silverstone SST-ST1000-G Strider Evolution v2.0 Gold Series,0,1000
Silverstone SST-ST1000-P Strider,0,1000
Silverstone SST-ST1000-PT Strider 80 PLUS Platinum,0,1000
SilverStone SST-ST1000-PTS Strider Platinum Series 80 PLUS Platinum,14909,1000
Silverstone SST-ST1100-TI Strider 80 PLUS Titanium modular - 1.100 Watt,23099,1100
Silverstone SST-ST1200-G Strider Evolution Gold Series,0,1200
Silverstone SST-ST1200-PT Strider 80 PLUS Platinum,0,1200
SilverStone SST-ST1200-PTS Strider Platinum Series 80 PLUS Platinum,19054,1200
Silverstone SST-ST1300-TI Strider 80 PLUS Titanium modular - 1.300 Watt,24639,1300
Silverstone SST-ST1300-TI v 2.0 Strider 80 PLUS Titanium,0,1300
Silverstone SST-ST1500-GS Strider Gold Series vollmodular,0,1500
Silverstone SST-ST1500-TI Strider 80 PLUS Titanium modular,0,1500
Silverstone SST-ST1500-TI v1.1,42144,1500
Silverstone SST-ST30SF V2.0 Strider SFX Bronze,0,300
Silverstone SST-ST40F-ES230 Strider Essential Series,0,400
Silverstone SST-ST40F-ESB Strider Essential Series Bronze,0,400
Silverstone SST-ST45SF V3.0 80 PLUS Bronze SFX,11162,450
Silverstone SST-ST45SF-G V2.0 Strider Serie SFX Gold,6682,450
Silverstone SST-ST50F-ES230 v2.0 Strider Essential Series,0,500
Silverstone SST-ST50F-ESB Strider Essential Series Bronze,0,500
Silverstone SST-ST50F-ESG Strider Essential Series Gold,0,500
Silverstone SST-ST50F-PB Strider Plus Bronze modular,0,500
Silverstone SST-ST55F-G V2.0 Strider Gold Series,0,550
SilverStone SST-ST55F-PB Strider Plus Series 80 PLUS Bronze,0,550
Silverstone SST-ST55F-PT Strider 80 PLUS Platinum,7237,550
Silverstone SST-ST55GF,0,550
Silverstone SST-ST60F-ES230 Strider Essential Series,0,600
Silverstone SST-ST60F-ESB Strider Essential Series Bronze,0,600
Silverstone SST-ST60F-ESG Strider Essential Series Gold,0,600
Silverstone SST-ST60F-PB modular Strider 80 PLUS Bronze,0,600
Silverstone SST-ST60F-TI Strider 80 PLUS Titanium modular,0,600
SilverStone SST-ST65F-ES230 Strider Essential Series 80 PLUS,0,650
Silverstone SST-ST65F-G Strider Gold Series,0,650
SilverStone SST-ST65F-GS v 1.1 Strider Gold S Series 80 PLUS Gold,0,650
SilverStone SST-ST65F-PB Strider Plus Series 80 PLUS Bronze,0,650
Silverstone SST-ST65F-PT Strider 80 PLUS Platinum,0,650
Silverstone SST-ST70F-ES230 Strider Essential Series,0,700
Silverstone SST-ST70F-ESB Strider Essential Series Bronze,0,700
Silverstone SST-ST70F-ESG Strider Essential Series Gold,0,700
Silverstone SST-ST70F-PB modular Strider 80 PLUS Bronze,0,700
Silverstone SST-ST70F-TI Strider 80 PLUS Titanium modular,0,700
Silverstone SST-ST75F-GS Strider Gold Series,0,750
Silverstone SST-ST75F-GS v 3.1 Strider,0,750
Silverstone SST-ST75F-P Strider Plus,21861,750
SilverStone SST-ST75F-PB Strider Plus Series 80 PLUS Bronze,0,750
Silverstone SST-ST75F-PT Strider 80 PLUS Platinum,0,750
Silverstone SST-ST80F-TI Strider 80 PLUS Titanium modular,11549,800
Silverstone SST-ST85F-GS Strider Gold Series,0,850
Silverstone SST-ST85F-P Strider Plus,0,850
Silverstone SST-ST85F-PT Strider 80 PLUS Platinum,0,850
Silverstone SST-SX300-B SFX,0,300
SilverStone SST-SX450-B SFX Series,0,450
Silverstone SST-SX500-G SFX 80 PLUS Gold,7209,500
Silverstone SST-SX500-G v1.1 SFX,13343,500
Silverstone SST-SX500-LG v2.1 SFX-L,13019,500
Silverstone SST-SX550 SFX 80 PLUS Gold,0,550
Silverstone SST-SX650-G SFX 80 PLUS Gold,8889,650
Silverstone SST-SX700-G v1.1 SFX,0,700
Silverstone SST-SX700-LPT SFX-L 80 PLUS Platinum,0,700
Silverstone SST-SX700-LPT v1.1 SFX-L,8775,700
Silverstone SST-SX700-PT SFX,0,700
SilverStone SST-SX750-G 80 PLUS Gold,0,750
Silverstone SST-SX750-PT V.1.1 SFX,0,750
Silverstone SST-TX300 TFX 80 PLUS Bronze,4829,300
SilverStone SST-TX500-G TFX,10438,500
Silverstone SST-TX700-G TFX,0,700
SilverStone ST500P,0,500
Silverstone ST600P,0,600
Silverstone ST700P,0,700
Streacom ST-NANO120,0,120
Streacom ST-NANO150,0,150
Streacom ST-NANO160,0,160
Streacom ST-NANO90 HTPC-,0,90
Streacom ZeroFlex 240,0,240
Super Flower Golden Green HX,0,750
Super Flower Golden Green HX,0,650
Super Flower Golden Green HX,0,350
Super Flower Golden Silent,0,500
Super Flower Leadex,0,1300
Super Flower Leadex,0,1000
Super Flower Leadex,0,1000
Super Flower Leadex,0,1200
Super Flower Leadex,0,850
Super Flower Leadex,0,1000
Super Flower Leadex,0,850
Super Flower Leadex,0,550
Super Flower Leadex,0,550
Super Flower Leadex,0,750
Super Flower Leadex,0,850
Super Flower Leadex,0,1000
Super Flower Leadex,0,550
Super Flower Leadex,0,550
Super Flower Leadex,0,550
Super Flower Leadex,0,750
Super Flower Leadex 80 PLUS Gold,0,1600
Super Flower Leadex 80 PLUS Platinum,0,1200
Super Flower Leadex 80 PLUS Platinum,0,1600
Super Flower Leadex 80 PLUS Platinum 8Pack Edt.,0,2000
Super Flower Leadex 80 PLUS Titanium,0,750
Super Flower Leadex 80 PLUS Titanium,0,1000
Super Flower Leadex 80 PLUS Titanium,0,850
Super Flower Leadex 80 PLUS Titanium,0,1600
Super Flower Leadex II,0,1000
Super Flower Leadex II,0,850
Super Flower Leadex II,0,850
Super Flower Leadex II 80 PLUS Gold,0,1200
Super Flower Leadex II 80 PLUS Gold,0,1000
Super Flower Leadex II 80 PLUS Gold,0,1200
Super Flower Leadex Platinum Special Edition,0,1000
Super Flower Leadex Platinum Special Edition 80 PLUS Platin,0,1200
Thermaltake Berlin,0,630
Thermaltake Cologne,0,730
Thermaltake Frankfurt,0,830
Thermaltake Hamburg,0,530
Thermaltake London,0,550
Thermaltake Madrid,0,850
Thermaltake Munich,0,430
Thermaltake Paris,0,650
Thermaltake Rome,0,750
Thermaltake Smart Pro RGB 80Plus Bronze modular,0,750
Thermaltake Smart Pro RGB 80Plus Bronze modular,6294,850
Thermaltake Smart Pro RGB 80Plus Bronze modular,8399,650
Thermaltake Smart SE,3359,630
Thermaltake Smart SE,3359,530
Thermaltake Toughpower DPS G 80 PLUS Platinum,0,1200
Thermaltake Toughpower DPS G RGB 80Plus Gold,0,850
Thermaltake Toughpower DPS G RGB 80Plus Gold,0,750
Thermaltake Toughpower DPS G RGB 80Plus Gold,0,650
Thermaltake Toughpower GF1 A-RGB 80 Plus Gold,0,650
Thermaltake Toughpower GF1 A-RGB 80 Plus Gold,0,750
Thermaltake Toughpower GF1 A-RGB 80 Plus Gold,0,850
Thermaltake Toughpower Grand RGB 80 PLUS Gold modular,6999,650
Thermaltake Toughpower Grand RGB 80 PLUS Gold modular,6999,850
Thermaltake Toughpower Grand RGB 80 PLUS Gold modular,8049,750
Thermaltake Toughpower iRGB 80 PLUS Platinum,0,1200
Thermaltake Toughpower iRGB 80 PLUS Platinum,0,1050
Thermaltake Toughpower iRGB 80 PLUS Titanium,34999,1250
Thermaltake Toughpower PF1 A-RGB 80 Plus Platinum,0,850
Thermaltake Toughpower PF1 A-RGB 80 Plus Platinum,0,1200
Thermaltake Toughpower PF1 A-RGB 80 Plus Platinum,0,1050
Thermaltake TR2 S,0,700
Thermaltake TR2 S,0,600
Thermaltake TR2 S 80 PLUS,0,500
XFX Black Edition,0,1050
XFX Black Edition,0,750
XFX Black Edition,0,850
XFX Core Edition PRO V2,0,450
XFX PRO1000W Black Edition Full Modular,0,1000
XFX TS-Series  Single Rail,0,750
XFX TS-Series  Single Rail,0,550
XFX TS-Series  Single Rail,0,650
XFX XT,0,600
XFX XT,0,500
XFX XT,0,400
XFX XTR Series,0,550
XFX XTS Fanless Series,0,520
XFX XTS Fanless Series,0,460
XFX XXX Edition Pro,0,850
Xigmatek Maverick,0,400
Xilence Performance A+,0,830
Xilence Performance A+,0,530
Xilence Performance A+,0,730
Xilence Performance A+,0,430
Xilence Performance A+,0,630
Xilence Performance C Series XP400,0,300
Xilence Performance C Series XP500,0,350
Xilence Performance C Series XP600,0,450
Xilence Performance C Series XP700,0,550
Zalman 1000EBT,0,1000
Zalman 1200EBT 80 PLUS Gold,0,1200
Zalman 500GVM,0,500
Zalman 500TX,0,500
Zalman 600GVM,0,600
Zalman 600TX,0,600
Zalman 650EBT,0,650
Zalman 700GVM,0,700
Zalman 700TX,0,700
Zalman 750EBT 80 PLUS Gold,0,750
Zalman 850EBT,0,850
Zalman ZM1000-EBTII 80 PLUS Gold,0,1000
Zalman ZM1200-EBTII 80 PLUS Gold,0,1200
Zalman ZM700-EBTII 80 PLUS Gold,0,700
Zalman ZM800-EBTII 80 PLUS Gold,0,800
